NEG_AMPLIFY_teNEGATIVE0001	NEG_AMPLIFY_teNEGATIVE0001
NEG_AMPLIFY_teNEGATIVE0001	NEG_AMPLIFY_trNEGATIVE0803
NEG_AMPLIFY_teNEGATIVE0004	NEG_AMPLIFY_teNEGATIVE0004
NEG_AMPLIFY_teNEGATIVE0004	NEG_AMPLIFY_trNEGATIVE0671
NEG_AMPLIFY_teNEGATIVE0006	NEG_AMPLIFY_teNEGATIVE0006
NEG_AMPLIFY_teNEGATIVE0007	NEG_AMPLIFY_teNEGATIVE0007
NEG_AMPLIFY_teNEGATIVE0008	NEG_AMPLIFY_teNEGATIVE0008
NEG_AMPLIFY_teNEGATIVE0009	NEG_AMPLIFY_teNEGATIVE0009
NEG_AMPLIFY_teNEGATIVE0010	NEG_AMPLIFY_teNEGATIVE0010
NEG_AMPLIFY_teNEGATIVE0011	NEG_AMPLIFY_teNEGATIVE0011
NEG_AMPLIFY_teNEGATIVE0011	NEG_AMPLIFY_trNEGATIVE2240
NEG_AMPLIFY_teNEGATIVE0011	NEG_AMPLIFY_trNEGATIVE1195
NEG_AMPLIFY_teNEGATIVE0011	NEG_AMPLIFY_trNEGATIVE2823
NEG_AMPLIFY_teNEGATIVE0013	NEG_AMPLIFY_teNEGATIVE0013
NEG_AMPLIFY_teNEGATIVE0017	NEG_AMPLIFY_teNEGATIVE0017
NEG_AMPLIFY_teNEGATIVE0019	NEG_AMPLIFY_teNEGATIVE0019
NEG_AMPLIFY_teNEGATIVE0021	NEG_AMPLIFY_teNEGATIVE0021
NEG_AMPLIFY_teNEGATIVE0023	NEG_AMPLIFY_teNEGATIVE0023
NEG_AMPLIFY_teNEGATIVE0024	NEG_AMPLIFY_teNEGATIVE0024
NEG_AMPLIFY_teNEGATIVE0025	NEG_AMPLIFY_teNEGATIVE0025
NEG_AMPLIFY_teNEGATIVE0025	NEG_AMPLIFY_trNEGATIVE0288
NEG_AMPLIFY_teNEGATIVE0025	NEG_AMPLIFY_trNEGATIVE1771
NEG_AMPLIFY_teNEGATIVE0025	NEG_AMPLIFY_trNEGATIVE2031
NEG_AMPLIFY_teNEGATIVE0025	NEG_AMPLIFY_trNEGATIVE2244
NEG_AMPLIFY_teNEGATIVE0025	NEG_AMPLIFY_trNEGATIVE2725
NEG_AMPLIFY_teNEGATIVE0026	NEG_AMPLIFY_teNEGATIVE0026
NEG_AMPLIFY_teNEGATIVE0027	NEG_AMPLIFY_teNEGATIVE0027
NEG_AMPLIFY_teNEGATIVE0030	NEG_AMPLIFY_teNEGATIVE0030
NEG_AMPLIFY_teNEGATIVE0032	NEG_AMPLIFY_teNEGATIVE0032
NEG_AMPLIFY_teNEGATIVE0037	NEG_AMPLIFY_teNEGATIVE0037
NEG_AMPLIFY_teNEGATIVE0038	NEG_AMPLIFY_teNEGATIVE0038
NEG_AMPLIFY_teNEGATIVE0039	NEG_AMPLIFY_teNEGATIVE0039
NEG_AMPLIFY_teNEGATIVE0041	NEG_AMPLIFY_teNEGATIVE0041
NEG_AMPLIFY_teNEGATIVE0041	NEG_AMPLIFY_teNEGATIVE0458
NEG_AMPLIFY_teNEGATIVE0041	NEG_AMPLIFY_trNEGATIVE2294
NEG_AMPLIFY_teNEGATIVE0043	NEG_AMPLIFY_teNEGATIVE0043
NEG_AMPLIFY_teNEGATIVE0044	NEG_AMPLIFY_teNEGATIVE0044
NEG_AMPLIFY_teNEGATIVE0045	NEG_AMPLIFY_teNEGATIVE0045
NEG_AMPLIFY_teNEGATIVE0049	NEG_AMPLIFY_teNEGATIVE0049
NEG_AMPLIFY_teNEGATIVE0051	NEG_AMPLIFY_teNEGATIVE0051
NEG_AMPLIFY_teNEGATIVE0053	NEG_AMPLIFY_teNEGATIVE0053
NEG_AMPLIFY_teNEGATIVE0058	NEG_AMPLIFY_teNEGATIVE0058
NEG_AMPLIFY_teNEGATIVE0058	NEG_AMPLIFY_trNEGATIVE0984
NEG_AMPLIFY_teNEGATIVE0058	NEG_AMPLIFY_trNEGATIVE3320
NEG_AMPLIFY_teNEGATIVE0059	NEG_AMPLIFY_teNEGATIVE0059
NEG_AMPLIFY_teNEGATIVE0060	NEG_AMPLIFY_teNEGATIVE0060
NEG_AMPLIFY_teNEGATIVE0060	NEG_AMPLIFY_trNEGATIVE2657
NEG_AMPLIFY_teNEGATIVE0062	NEG_AMPLIFY_teNEGATIVE0062
NEG_AMPLIFY_teNEGATIVE0062	NEG_AMPLIFY_trNEGATIVE2060
